Domain,Area,Element,Item,Year,Unit,Value
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient potash K2O (total)","1965","kg/ha","1.13"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient potash K2O (total)","1966","t","18800"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient potash K2O (total)","1966","kg/ha","1.79"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient potash K2O (total)","1967","t","16900"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient potash K2O (total)","1967","kg/ha","1.61"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient potash K2O (total)","1968","t","14100"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient potash K2O (total)","1968","kg/ha","1.34"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient potash K2O (total)","1969","t","19200"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient potash K2O (total)","1969","kg/ha","1.82"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient potash K2O (total)","1970","t","24200"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient potash K2O (total)","1970","kg/ha","2.3"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient potash K2O (total)","1971","t","22500"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient potash K2O (total)","1971","kg/ha","2.14"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient potash K2O (total)","1972","t","45100"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient potash K2O (total)","1972","kg/ha","4.3"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient potash K2O (total)","1973","t","62000"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient potash K2O (total)","1973","kg/ha","5.95"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient potash K2O (total)","1974","t","56100"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient potash K2O (total)","1974","kg/ha","5.36"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient potash K2O (total)","1975","t","70600"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient potash K2O (total)","1975","kg/ha","6.72"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient potash K2O (total)","1976","t","78400"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient potash K2O (total)","1976","kg/ha","7.45"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient potash K2O (total)","1977","t","91100"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient potash K2O (total)","1977","kg/ha","8.65"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient potash K2O (total)","1978","t","137000"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient potash K2O (total)","1978","kg/ha","13"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient potash K2O (total)","1979","t","126000"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient potash K2O (total)","1979","kg/ha","12.02"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient potash K2O (total)","1980","t","101000"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient potash K2O (total)","1980","kg/ha","9.62"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient potash K2O (total)","1981","t","185000"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient potash K2O (total)","1981","kg/ha","17.6"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient potash K2O (total)","1982","t","237000"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient potash K2O (total)","1982","kg/ha","22.52"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient potash K2O (total)","1983","t","230000"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient potash K2O (total)","1983","kg/ha","21.79"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient potash K2O (total)","1984","t","278000"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient potash K2O (total)","1984","kg/ha","26.29"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient potash K2O (total)","1985","t","227000"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient potash K2O (total)","1985","kg/ha","21.37"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient potash K2O (total)","1986","t","230000"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient potash K2O (total)","1986","kg/ha","21.62"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient potash K2O (total)","1987","t","230000"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient potash K2O (total)","1987","kg/ha","21.52"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient potash K2O (total)","1988","t","235000"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient potash K2O (total)","1988","kg/ha","21.95"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient potash K2O (total)","1989","t","240000"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient potash K2O (total)","1989","kg/ha","23.87"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient potash K2O (total)","1990","t","134000"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient potash K2O (total)","1990","kg/ha","13.35"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient potash K2O (total)","1991","t","43000"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient potash K2O (total)","1991","kg/ha","4.29"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient potash K2O (total)","1992","t","26000"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient potash K2O (total)","1992","kg/ha","2.61"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient potash K2O (total)","1993","t","25000"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient potash K2O (total)","1993","kg/ha","2.51"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient potash K2O (total)","1994","t","34700"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient potash K2O (total)","1994","kg/ha","3.5"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient potash K2O (total)","1995","t","3400"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient potash K2O (total)","1995","kg/ha","0.34"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient potash K2O (total)","1996","t","15000"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient potash K2O (total)","1996","kg/ha","1.52"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient potash K2O (total)","1997","t","10000"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient potash K2O (total)","1997","kg/ha","1.01"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient potash K2O (total)","1998","t","12000"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient potash K2O (total)","1998","kg/ha","1.22"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient potash K2O (total)","1999","t","9000"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient potash K2O (total)","1999","kg/ha","0.91"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient potash K2O (total)","2000","t","9000"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient potash K2O (total)","2000","kg/ha","0.91"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient potash K2O (total)","2001","t","14456"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient potash K2O (total)","2001","kg/ha","1.47"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient potash K2O (total)","2002","t","14056"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient potash K2O (total)","2002","kg/ha","1.43"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient potash K2O (total)","2003","t","15051"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient potash K2O (total)","2003","kg/ha","1.53"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient potash K2O (total)","2004","t","15800"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient potash K2O (total)","2004","kg/ha","1.69"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient potash K2O (total)","2005","t","24060"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient potash K2O (total)","2005","kg/ha","2.53"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient potash K2O (total)","2006","t","16837"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient potash K2O (total)","2006","kg/ha","1.79"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient potash K2O (total)","2007","t","18405"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient potash K2O (total)","2007","kg/ha","2.01"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient potash K2O (total)","2008","t","15681"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient potash K2O (total)","2008","kg/ha","1.71"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient potash K2O (total)","2009","t","29606"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient potash K2O (total)","2009","kg/ha","3.2"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient potash K2O (total)","2010","t","51500"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient potash K2O (total)","2010","kg/ha","5.36"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient potash K2O (total)","2011","t","47362"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient potash K2O (total)","2011","kg/ha","5.02"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient potash K2O (total)","2012","t","34974"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient potash K2O (total)","2012","kg/ha","3.78"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient potash K2O (total)","2013","t","33540"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient potash K2O (total)","2013","kg/ha","3.65"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient potash K2O (total)","2014","t","30103"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient potash K2O (total)","2014","kg/ha","3.27"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient potash K2O (total)","2015","t","42693"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient potash K2O (total)","2015","kg/ha","4.64"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient potash K2O (total)","2016","t","43626"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient potash K2O (total)","2016","kg/ha","4.85"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient potash K2O (total)","2017","t","55259"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient potash K2O (total)","2017","kg/ha","6.17"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient potash K2O (total)","2018","t","65635"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient potash K2O (total)","2018","kg/ha","7.19"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient potash K2O (total)","2019","t","92258"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient potash K2O (total)","2019","kg/ha","9.84"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient potash K2O (total)","2020","t","81985"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient potash K2O (total)","2020","kg/ha","9.23"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient potash K2O (total)","2021","t","95956"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient potash K2O (total)","2021","kg/ha","10.67"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient potash K2O (total)","2022","t","83512"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient potash K2O (total)","2022","kg/ha","9.71"
"Fertilizers by Nutrient","Slovakia","Agricultural Use","Nutrient nitrogen N (total)","1961","",""
"Fertilizers by Nutrient","Slovakia","Use per area of cropland","Nutrient nitrogen N (total)","1961","",""
"Fertilizers by Nutrient","Slovakia","Agricultural Use","Nutrient nitrogen N (total)","1962","",""
"Fertilizers by Nutrient","Slovakia","Use per area of cropland","Nutrient nitrogen N (total)","1962","",""
"Fertilizers by Nutrient","Slovakia","Agricultural Use","Nutrient nitrogen N (total)","1963","",""
"Fertilizers by Nutrient","Slovakia","Use per area of cropland","Nutrient nitrogen N (total)","1963","",""
"Fertilizers by Nutrient","Slovakia","Agricultural Use","Nutrient nitrogen N (total)","1964","",""
"Fertilizers by Nutrient","Slovakia","Use per area of cropland","Nutrient nitrogen N (total)","1964","",""
"Fertilizers by Nutrient","Slovakia","Agricultural Use","Nutrient nitrogen N (total)","1965","",""
"Fertilizers by Nutrient","Slovakia","Use per area of cropland","Nutrient nitrogen N (total)","1965","",""
"Fertilizers by Nutrient","Slovakia","Agricultural Use","Nutrient nitrogen N (total)","1966","",""
"Fertilizers by Nutrient","Slovakia","Use per area of cropland","Nutrient nitrogen N (total)","1966","",""
"Fertilizers by Nutrient","Slovakia","Agricultural Use","Nutrient nitrogen N (total)","1967","",""
"Fertilizers by Nutrient","Slovakia","Use per area of cropland","Nutrient nitrogen N (total)","1967","",""
"Fertilizers by Nutrient","Slovakia","Agricultural Use","Nutrient nitrogen N (total)","1968","",""
"Fertilizers by Nutrient","Slovakia","Use per area of cropland","Nutrient nitrogen N (total)","1968","",""
"Fertilizers by Nutrient","Slovakia","Agricultural Use","Nutrient nitrogen N (total)","1969","",""
"Fertilizers by Nutrient","Slovakia","Use per area of cropland","Nutrient nitrogen N (total)","1969","",""
"Fertilizers by Nutrient","Slovakia","Agricultural Use","Nutrient nitrogen N (total)","1970","",""
"Fertilizers by Nutrient","Slovakia","Use per area of cropland","Nutrient nitrogen N (total)","1970","",""
"Fertilizers by Nutrient","Slovakia","Agricultural Use","Nutrient nitrogen N (total)","1971","",""
"Fertilizers by Nutrient","Slovakia","Use per area of cropland","Nutrient nitrogen N (total)","1971","",""
"Fertilizers by Nutrient","Slovakia","Agricultural Use","Nutrient nitrogen N (total)","1972","",""
"Fertilizers by Nutrient","Slovakia","Use per area of cropland","Nutrient nitrogen N (total)","1972","",""
"Fertilizers by Nutrient","Slovakia","Agricultural Use","Nutrient nitrogen N (total)","1973","",""
"Fertilizers by Nutrient","Slovakia","Use per area of cropland","Nutrient nitrogen N (total)","1973","",""
"Fertilizers by Nutrient","Slovakia","Agricultural Use","Nutrient nitrogen N (total)","1974","",""
"Fertilizers by Nutrient","Slovakia","Use per area of cropland","Nutrient nitrogen N (total)","1974","",""
"Fertilizers by Nutrient","Slovakia","Agricultural Use","Nutrient nitrogen N (total)","1975","",""
"Fertilizers by Nutrient","Slovakia","Use per area of cropland","Nutrient nitrogen N (total)","1975","",""
"Fertilizers by Nutrient","Slovakia","Agricultural Use","Nutrient nitrogen N (total)","1976","",""
"Fertilizers by Nutrient","Slovakia","Use per area of cropland","Nutrient nitrogen N (total)","1976","",""
"Fertilizers by Nutrient","Slovakia","Agricultural Use","Nutrient nitrogen N (total)","1977","",""
"Fertilizers by Nutrient","Slovakia","Use per area of cropland","Nutrient nitrogen N (total)","1977","",""
"Fertilizers by Nutrient","Slovakia","Agricultural Use","Nutrient nitrogen N (total)","1978","",""
"Fertilizers by Nutrient","Slovakia","Use per area of cropland","Nutrient nitrogen N (total)","1978","",""
